dep_hour,o_min_vis,o_vol,o_fog,o_change,arr_hour,d_min_vis,d_vol,d_fog,d_change,delay
15,1.83,0.28,0.37,0.46,18,1.07,0.63,0.92,0.48,0
4,6.06,0.16,0.83,0.55,5,2.36,0.59,0.12,0.21,0
4,3.66,0.45,0.18,0.36,5,4.88,0.22,0.42,0.83,0
22,8.96,0.68,0.1,0.69,23,0.5,0.59,0.81,0.81,1
12,0.95,0.67,0.17,0.76,13,7.99,0.06,0.22,0.1,0
1,3.61,0.82,0.04,0.07,3,4.06,0.65,0.72,0.74,1
1,9.02,0.93,0.62,0.88,3,6.25,0.32,0.39,0.9,0
13,9.83,0.41,0.81,0.35,15,8.6,0.92,0.75,0.39,0
11,9.81,0.38,0.49,0.93,13,8.1,0.62,0.18,0.87,0
0,6.16,0.02,0.44,0.8,4,4.66,0.2,0.96,0.65,1
17,6.38,0.29,0.12,0.06,19,0.56,0.0,0.39,0.54,1
7,9.55,0.76,0.28,0.06,9,7.03,0.31,0.65,0.41,0
20,8.88,0.38,0.57,0.85,0,2.49,0.37,0.8,0.28,0
1,7.49,0.82,0.06,0.47,4,1.31,0.65,0.58,0.16,0
3,0.09,0.94,0.05,0.92,5,7.96,0.9,0.12,0.62,0
15,3.02,0.21,0.54,0.77,18,5.44,0.18,0.31,0.38,0
0,1.68,0.31,0.18,0.37,4,1.44,0.54,0.07,0.84,0
10,2.57,0.08,0.8,0.55,12,4.77,0.76,0.77,0.01,0
19,8.78,0.64,0.09,0.02,20,7.5,0.82,0.1,0.02,0
15,6.34,0.04,0.27,0.98,18,0.72,0.43,0.6,0.84,0
15,7.02,0.15,0.77,0.56,19,8.94,0.58,0.45,0.51,0
18,6.76,0.18,0.2,0.05,20,9.79,0.37,0.2,0.81,0
3,4.8,0.61,0.3,0.09,5,6.47,0.54,0.81,0.57,1
9,4.34,0.21,0.43,0.68,11,1.99,0.66,0.9,0.97,0
8,9.53,0.55,0.12,0.03,11,5.45,0.32,0.11,0.29,0
3,6.19,0.58,0.88,0.78,7,2.44,0.67,0.05,0.2,0
6,8.14,0.69,0.53,0.76,8,1.08,0.57,0.0,0.15,1
21,4.98,0.26,0.02,0.31,23,7.76,0.55,0.44,0.38,0
15,3.92,0.74,0.46,0.48,17,5.09,0.42,0.43,0.41,0
15,5.32,0.84,0.77,0.98,17,1.51,0.19,0.85,0.56,0
18,2.98,0.5,0.63,0.47,20,1.04,0.69,0.4,0.1,0
20,8.4,0.4,0.53,0.99,0,1.78,0.65,0.07,0.42,0
0,7.76,0.9,0.85,0.5,4,9.09,0.06,0.91,0.49,0
5,1.76,0.67,0.38,0.5,8,0.28,0.55,0.08,0.45,1
3,9.93,0.44,0.22,0.04,7,0.67,0.21,0.56,0.0,0
23,2.61,0.53,0.46,0.57,2,9.44,0.8,0.27,0.94,0
10,9.18,0.46,0.74,0.14,14,0.65,0.1,0.07,1.0,0
13,3.01,0.32,0.64,0.88,17,4.79,0.68,0.22,0.02,1
22,4.48,0.17,0.98,0.78,0,7.08,0.84,0.44,0.13,1
16,0.28,0.99,0.08,0.79,20,3.23,0.54,0.64,0.23,1
2,8.19,0.97,0.12,0.48,5,3.42,0.98,0.27,0.59,0
7,8.36,0.5,0.54,0.45,9,7.24,0.04,0.65,0.62,1
16,8.26,0.92,0.44,0.27,19,9.16,0.25,0.01,0.11,0
12,1.21,0.61,0.49,0.66,14,8.43,0.34,0.13,0.9,0
8,5.64,0.42,0.45,0.61,11,5.75,0.05,0.46,0.14,0
8,4.36,0.02,0.31,0.77,9,1.09,0.52,0.44,0.92,0
17,9.89,0.62,0.8,0.83,19,6.68,0.61,0.39,0.16,0
20,1.91,0.41,0.43,0.09,0,2.31,0.4,0.5,0.64,1
6,6.54,0.08,0.31,0.77,10,1.65,0.15,0.23,0.37,0
23,1.53,0.43,0.86,0.86,0,6.39,0.04,0.8,0.08,0
2,0.52,0.11,0.39,0.83,3,5.95,0.32,0.34,0.31,0
3,8.86,0.87,0.85,0.13,7,7.37,0.49,0.3,0.76,0
0,1.85,0.71,0.34,0.67,3,5.73,0.93,0.46,0.93,0
6,1.13,0.99,0.37,0.77,8,4.03,0.89,0.05,0.45,0
12,8.65,0.81,0.09,0.67,13,2.57,0.64,0.36,0.95,0
14,9.09,0.26,0.31,0.58,18,3.1,0.67,0.34,0.92,1
1,9.73,0.28,0.89,0.67,4,2.67,0.08,0.41,0.16,0
11,7.18,0.98,0.95,0.54,13,5.01,0.36,0.64,0.56,0
23,0.64,0.72,0.67,0.88,1,1.68,0.79,0.53,0.78,0
1,4.02,0.94,0.73,0.02,2,6.61,0.63,1.0,0.6,1
9,2.31,0.78,0.98,0.59,12,3.13,0.68,0.53,0.95,0
23,8.79,0.05,1.0,0.9,2,9.43,0.13,0.64,0.76,0
15,7.88,0.79,0.81,0.21,17,7.75,0.1,0.8,0.41,0
2,0.37,0.57,0.56,0.29,3,1.78,0.51,0.58,0.25,0
3,5.05,0.42,0.51,0.96,5,4.72,0.77,0.97,0.87,1
2,3.46,0.36,0.56,0.57,3,3.65,0.85,0.53,0.26,0
12,9.61,0.65,0.99,0.22,15,2.09,0.27,0.06,0.87,0
0,8.54,0.22,0.94,0.24,4,3.32,0.65,0.24,0.93,1
8,6.21,0.74,0.21,0.69,11,8.34,0.16,0.16,0.64,0
9,0.99,0.66,0.08,0.26,11,7.69,0.97,0.51,0.22,0
1,0.63,0.86,0.44,0.62,5,9.47,0.72,0.64,0.93,0
14,1.83,0.26,0.66,0.76,18,9.88,0.13,0.33,0.15,1
16,2.59,0.49,0.48,0.62,17,7.92,0.85,0.24,0.6,0
10,7.02,0.65,0.62,0.62,12,8.37,0.2,0.57,0.11,0
8,8.67,0.81,0.55,0.22,9,5.09,0.36,0.97,0.89,1
4,1.05,0.8,0.35,0.32,5,7.25,0.31,0.48,0.28,0
23,9.58,0.36,0.33,0.22,3,9.61,0.07,0.65,0.57,1
21,6.43,0.82,0.33,0.38,23,0.68,0.83,0.75,0.86,0
4,8.04,0.8,0.79,0.17,5,5.31,0.31,0.61,0.56,0
21,0.61,0.0,0.12,0.13,1,3.29,0.51,0.65,0.87,0
19,3.34,0.22,0.5,0.9,20,9.86,0.21,0.73,0.47,0
5,2.91,0.84,0.38,0.19,9,3.98,0.52,0.61,0.32,0
11,6.7,0.76,0.21,0.49,13,8.6,0.03,0.33,0.6,0
20,2.55,0.61,0.81,0.8,23,5.96,0.56,0.66,0.32,0
20,1.8,0.26,0.2,0.28,0,9.66,0.95,0.72,0.14,1
2,4.53,0.92,0.67,0.41,5,3.35,0.65,0.06,0.67,1
2,7.91,0.94,0.09,0.53,3,4.56,1.0,0.48,0.58,0
11,4.32,0.91,0.62,0.81,15,7.3,0.69,0.8,0.97,0
8,2.76,0.0,0.08,0.99,10,3.95,0.37,0.45,0.69,0
20,3.66,0.46,0.19,0.14,0,6.45,0.48,0.3,0.76,0
10,7.93,0.8,0.15,0.24,11,6.14,0.3,0.87,0.76,1
15,8.64,0.84,0.84,0.95,16,3.38,0.85,0.9,0.22,0
6,1.69,0.6,0.95,0.71,9,0.75,0.89,0.42,0.58,1
20,1.16,0.87,0.48,0.86,0,0.55,0.4,0.4,0.05,1
1,5.78,0.27,0.12,0.66,4,5.76,0.85,0.47,0.61,0
18,4.15,0.03,0.93,0.39,21,0.53,0.46,0.62,0.83,1
16,0.23,0.67,0.49,0.52,18,7.14,0.45,0.56,0.51,0
6,3.51,0.4,0.53,0.39,10,6.88,1.0,0.45,0.25,0
7,8.73,0.95,0.57,0.44,8,9.0,0.26,0.81,0.59,0
6,3.88,0.86,0.73,0.09,8,8.36,0.38,0.76,0.52,0
5,9.48,0.75,0.41,0.94,7,6.44,0.83,0.81,0.12,0
10,5.7,0.67,0.17,0.81,11,2.21,0.11,0.91,0.41,1
2,1.23,0.65,0.61,0.36,4,5.15,0.07,0.24,0.81,0
14,3.07,0.73,0.28,0.26,15,7.71,0.68,0.55,0.33,0
8,4.97,0.56,0.09,0.87,10,6.28,0.07,0.98,0.16,1
1,6.26,0.84,0.43,0.68,2,6.42,0.83,0.52,0.89,0
2,8.97,0.43,0.72,0.1,6,4.8,0.47,0.15,0.61,0
15,5.59,0.03,0.74,0.74,16,3.48,0.15,1.0,0.01,0
22,7.03,0.18,1.0,0.03,1,0.63,0.08,0.06,0.79,0
11,1.82,0.15,0.31,0.3,15,9.3,0.42,0.65,0.1,1
11,1.85,0.36,0.6,0.04,13,0.15,0.86,0.81,0.23,0
4,4.46,0.75,0.7,0.47,6,5.34,0.58,0.85,0.17,1
21,7.43,0.26,0.69,0.26,0,7.89,0.09,0.52,0.0,0
10,4.08,0.28,0.1,0.97,14,8.71,0.1,0.62,0.76,1
7,9.06,0.2,0.36,0.5,9,2.2,0.49,0.12,0.32,0
21,1.51,0.23,0.7,0.1,23,2.08,0.35,0.74,0.79,0
13,5.54,0.49,0.89,0.37,15,0.17,0.71,0.86,0.33,1
9,6.15,0.29,0.48,0.68,11,1.63,0.38,0.37,0.35,0
6,0.28,0.43,0.75,0.63,10,3.64,0.51,0.46,0.22,0
11,8.27,0.14,0.14,0.2,13,7.08,0.08,0.41,0.46,0
11,8.51,0.64,0.45,0.02,13,7.77,0.84,0.77,0.83,0
14,9.25,0.76,0.85,0.54,18,6.98,0.42,0.74,0.09,1
18,0.13,0.03,0.81,0.97,22,3.36,0.51,0.54,0.58,0
5,6.56,0.78,0.98,0.87,7,3.93,0.83,0.45,0.75,0
15,2.73,0.29,0.11,0.63,19,9.27,0.15,0.17,0.01,0
8,8.32,0.68,0.8,0.13,12,5.68,0.73,0.12,0.52,0
12,9.16,0.43,0.59,0.65,13,6.07,0.26,0.07,0.95,1
16,6.18,0.07,0.15,0.58,18,10.0,0.38,0.31,0.19,0
3,2.49,0.65,0.63,0.36,4,6.01,0.65,0.65,0.42,0
21,6.15,0.07,0.21,0.17,1,5.31,0.61,0.68,0.82,1
16,7.64,0.53,0.09,0.9,20,4.63,0.28,0.74,0.91,1
7,5.14,0.51,0.33,0.56,11,5.08,0.26,0.77,0.21,0
3,1.78,0.86,0.71,0.49,5,4.98,0.42,0.86,0.78,1
22,6.86,0.5,0.8,0.23,23,8.92,0.7,0.05,0.59,1
10,5.15,0.79,0.18,0.56,14,5.58,0.96,0.07,0.53,1
5,7.15,0.69,0.23,0.12,6,9.65,0.36,0.69,0.31,1
21,1.11,0.07,0.53,0.45,23,7.52,0.31,0.7,0.87,1
17,8.74,0.53,0.61,0.17,18,4.17,0.02,0.26,0.38,0
12,5.55,0.57,0.01,0.34,13,1.01,0.04,0.97,0.83,0
5,0.69,0.4,0.64,0.16,8,5.46,0.02,0.22,0.45,0
18,8.33,0.31,0.07,0.92,19,2.81,0.62,0.08,0.7,0
14,1.47,0.49,0.04,0.74,18,3.68,0.7,0.57,0.55,0
6,2.33,0.96,0.36,0.11,9,4.05,0.19,0.13,0.97,0
18,3.81,0.12,0.24,0.88,21,3.66,0.07,0.73,0.34,0
0,4.46,0.06,0.86,0.59,4,9.37,0.79,0.29,0.0,0
6,5.69,0.68,0.41,0.24,9,5.66,0.22,0.38,0.66,0
15,2.05,0.61,0.59,0.87,18,0.24,0.01,0.8,0.3,0
15,0.49,0.71,0.43,0.24,18,1.26,0.39,0.01,0.83,0
20,8.68,0.36,0.72,0.73,23,9.51,0.39,0.74,0.64,0
20,1.45,0.17,0.09,0.98,21,1.1,0.52,0.93,0.01,1
3,7.67,0.03,0.97,0.12,7,9.83,0.58,0.16,0.81,0
0,4.04,0.89,0.65,0.66,3,6.75,0.91,0.63,0.28,0
13,4.28,0.88,0.87,0.56,16,7.6,0.5,0.96,0.01,0
17,0.85,0.03,0.23,0.78,21,3.43,0.28,0.38,0.3,0
23,1.19,0.91,0.94,0.94,3,3.4,0.06,0.3,0.58,1
1,1.49,0.62,0.02,0.43,2,5.85,0.31,0.2,0.32,0
14,5.96,0.2,0.63,0.04,16,7.84,0.02,0.52,0.16,0
3,7.11,0.67,0.44,0.15,6,2.02,0.01,0.3,0.49,0
5,1.74,0.32,0.92,0.66,8,0.85,0.25,0.09,0.42,0
18,3.03,0.07,0.37,0.68,21,1.01,0.25,0.98,0.61,1
17,5.56,0.45,0.61,0.21,19,8.49,0.74,0.62,0.9,1
17,8.02,0.42,0.66,0.35,19,9.52,0.14,0.06,0.84,0
23,8.38,1.0,0.38,0.46,3,8.18,0.38,0.33,0.05,1
23,6.51,1.0,0.94,0.25,0,9.84,0.96,0.58,0.16,0
18,5.17,0.12,0.14,0.34,20,3.38,0.83,0.25,0.53,1
10,0.16,0.19,0.93,0.87,12,5.44,0.41,0.83,0.12,1
18,7.8,0.19,0.86,0.81,19,7.73,0.88,0.85,0.34,1
7,7.35,0.54,0.81,0.23,8,9.02,0.29,0.1,0.43,1
18,6.98,0.87,0.58,0.65,20,7.36,0.33,0.84,0.88,0
11,2.97,0.91,0.31,0.94,15,2.81,0.85,0.59,0.99,0
16,7.99,0.47,0.55,0.31,20,1.21,0.69,0.63,0.75,1
19,6.01,0.46,0.16,0.38,22,7.38,0.23,0.72,0.22,0
15,1.95,0.86,0.62,0.57,16,9.88,0.33,0.41,0.32,0
8,6.87,0.31,0.02,0.45,9,5.21,0.86,0.15,0.58,0
22,6.43,0.75,0.03,0.35,23,7.22,0.09,0.1,0.79,0
7,7.51,0.44,0.73,0.22,11,2.53,0.05,0.22,0.08,0
2,3.48,0.67,0.72,0.8,4,7.51,0.14,0.12,0.11,0
5,4.48,0.26,0.54,0.89,6,7.51,0.73,0.31,0.28,1
13,4.55,0.94,0.19,0.65,16,7.8,0.51,0.33,0.18,0
23,0.19,0.87,0.52,0.6,0,2.27,0.19,0.12,0.55,0
3,3.77,0.43,0.52,0.97,7,8.91,0.79,0.26,0.07,0
21,2.85,0.95,0.81,0.18,23,5.29,0.17,0.07,0.21,0
17,2.21,0.81,0.83,0.08,21,5.66,0.69,0.52,0.19,1
18,5.22,1.0,0.31,0.01,20,2.33,0.78,0.64,0.79,1
20,4.05,0.49,0.26,0.18,21,4.8,0.56,0.97,0.55,1
23,6.51,0.89,0.16,0.49,3,6.97,0.56,0.56,0.36,0
5,6.9,0.53,0.03,0.17,8,2.04,0.49,0.41,0.65,1
23,7.6,0.46,0.01,0.51,3,3.13,0.99,0.47,0.41,0
16,0.09,0.69,0.25,0.09,17,4.83,0.07,0.53,0.67,0
19,9.06,0.57,0.94,1.0,22,7.78,0.89,0.97,0.79,1
16,2.78,0.57,0.25,0.32,17,8.28,0.42,0.52,0.15,1
1,1.72,0.3,0.51,0.1,5,6.81,0.34,0.8,0.67,1
7,8.19,0.39,0.55,0.06,8,5.78,0.39,0.04,0.08,0
4,2.59,0.44,0.99,0.89,5,1.63,0.99,0.2,0.42,0
16,4.06,0.21,0.45,0.65,19,5.58,0.7,0.48,0.22,0
14,0.3,0.42,0.76,0.61,18,6.52,0.33,0.07,0.24,0
1,3.63,0.47,0.07,0.41,5,5.51,0.64,0.96,0.42,0
7,7.43,0.83,0.42,0.09,11,8.61,0.27,0.22,0.48,0
16,5.65,0.69,0.28,0.34,19,2.38,0.07,0.97,0.93,1
14,3.15,0.88,0.9,0.19,17,6.21,0.99,0.04,0.13,0
11,4.99,0.06,0.12,0.48,15,5.19,0.62,0.79,0.59,1
12,7.25,0.96,0.44,0.41,13,7.65,0.59,0.0,0.83,0
0,2.18,0.26,0.63,0.44,3,8.92,0.55,0.01,0.73,1
0,7.78,0.1,0.83,0.46,4,9.81,0.87,0.85,0.75,1
21,2.39,0.62,0.03,0.68,22,7.95,0.59,0.18,0.9,1
11,3.68,0.32,0.3,0.38,15,6.36,0.56,0.97,0.69,1
0,3.97,0.87,0.34,0.31,3,2.14,0.72,0.76,0.84,1
0,7.48,0.93,0.83,0.41,1,9.74,0.67,0.07,0.34,0
12,8.05,0.16,0.29,0.37,13,6.03,0.7,0.09,0.08,0
12,3.31,0.33,0.79,0.26,16,7.86,0.38,0.19,0.77,0
6,8.72,0.55,0.81,0.31,8,7.06,0.95,0.59,0.38,0
23,5.16,0.76,0.52,0.04,0,1.12,0.64,0.19,0.98,1
8,1.1,0.8,0.39,0.91,11,8.8,0.87,0.61,0.87,1
19,8.8,0.6,0.69,0.29,21,9.44,0.07,0.16,0.79,0
10,8.32,0.61,0.6,0.92,13,4.78,0.34,0.39,0.85,0
7,3.85,0.21,0.42,0.45,8,5.29,0.2,0.7,0.65,0
1,1.04,0.4,0.46,0.95,4,9.97,0.61,0.8,0.66,0
23,2.75,0.6,0.48,0.47,1,5.91,0.47,0.33,0.45,0
0,3.38,0.67,0.92,0.54,3,6.26,0.69,0.9,0.2,1
12,4.07,0.28,0.12,0.68,16,3.9,0.27,0.55,0.43,0
12,5.22,0.48,0.42,0.56,13,0.83,0.95,0.12,0.69,0
23,6.12,0.69,0.79,0.26,2,2.82,0.46,0.45,0.36,1
15,0.68,0.6,0.25,0.83,19,1.67,0.48,0.9,0.46,0
7,9.32,0.38,0.01,0.45,8,1.72,0.56,0.88,0.23,0
19,6.78,0.02,0.65,0.37,20,4.97,0.46,0.89,0.47,1
20,8.39,0.6,0.17,0.32,22,9.69,0.45,0.61,1.0,0
9,8.15,0.09,0.98,0.78,13,0.72,0.4,0.41,0.73,0
13,4.07,0.23,0.23,0.56,14,2.12,0.53,0.24,0.94,0
4,6.86,0.61,0.42,0.03,7,2.57,0.4,0.81,0.28,0
10,3.97,0.27,0.96,0.25,12,2.6,0.56,0.34,0.1,0
5,9.06,0.65,0.85,0.7,6,8.65,0.62,0.9,0.92,0
0,8.24,0.36,0.86,0.32,2,2.92,0.35,0.52,0.62,0
2,8.77,0.19,0.79,0.32,4,8.07,0.01,0.27,0.95,0
10,6.97,0.15,0.42,0.42,13,8.46,0.65,0.17,0.45,0
18,8.05,0.23,0.83,0.44,20,8.42,0.31,0.15,0.09,0
14,9.63,0.08,0.87,0.72,18,9.45,0.88,0.84,0.91,1
13,0.7,0.21,0.53,0.06,16,6.52,0.88,0.49,0.25,0
4,2.59,1.0,0.37,0.89,6,3.65,0.43,0.06,0.82,0
17,7.39,0.41,0.68,0.44,20,3.06,0.05,0.87,0.94,1
22,8.93,0.68,0.83,0.98,23,3.43,0.82,0.26,0.18,0
13,8.3,0.53,0.86,0.81,15,6.48,0.5,0.99,0.08,0
16,9.69,0.45,0.33,0.07,19,7.4,0.26,0.04,0.67,0
23,0.23,0.7,0.54,0.97,2,6.72,0.05,0.35,0.93,1
11,1.35,0.4,0.02,0.63,12,4.34,0.1,0.95,0.72,0
20,1.6,0.24,0.0,0.12,0,5.37,0.38,0.23,0.76,0
4,6.9,0.25,0.02,0.58,5,1.69,0.91,0.75,0.11,0
15,2.47,0.88,0.34,0.19,19,0.32,0.04,0.76,0.63,1
5,8.81,0.14,0.89,0.68,7,7.7,0.37,0.35,0.93,0
16,6.09,0.37,0.8,0.73,19,4.45,0.69,0.83,0.81,1
9,0.76,0.58,0.35,0.97,11,5.07,0.35,0.44,0.44,0
16,6.8,0.57,0.48,0.73,17,8.31,0.24,0.45,0.2,0
19,8.15,0.63,0.59,0.77,23,5.25,0.4,0.79,0.69,0
9,8.7,0.16,0.32,0.75,12,6.42,0.0,0.21,0.16,0
20,3.6,0.45,0.33,0.79,0,5.54,0.03,0.13,0.49,0
4,2.56,0.79,0.59,0.05,5,4.65,0.29,0.58,0.63,0
8,9.96,0.19,0.17,0.15,12,6.31,0.26,0.9,0.27,1
3,0.85,0.54,0.62,0.67,7,1.25,0.18,0.76,0.76,1
21,7.36,0.62,0.63,0.93,22,8.94,0.08,0.64,0.98,0
15,9.91,0.49,0.57,0.35,16,4.46,0.42,0.14,0.7,0
21,0.16,0.01,0.74,0.08,23,8.66,0.22,0.09,0.16,0
15,0.74,0.74,0.88,0.71,18,2.71,0.95,0.55,0.02,0
21,1.01,0.49,0.21,0.85,23,3.04,0.84,0.25,0.28,1
12,4.33,0.96,0.24,0.91,13,5.31,0.89,0.16,0.26,0
14,8.07,0.03,0.66,0.47,16,8.11,0.83,0.72,0.73,0
23,7.69,0.27,0.64,0.68,2,7.41,0.54,0.37,0.76,0
7,4.01,0.46,0.73,0.63,9,7.52,0.92,0.77,0.93,0
0,7.44,0.94,0.53,0.54,2,8.54,0.31,0.22,0.04,0
6,2.68,0.21,0.26,0.82,8,1.78,0.79,0.85,0.0,0
14,3.41,0.45,0.2,0.71,17,6.18,0.8,0.79,0.09,0
10,1.09,0.85,0.14,0.99,11,2.06,0.19,0.81,0.51,0
5,9.57,0.69,0.87,0.54,9,9.07,0.78,0.75,0.26,0
20,5.38,0.69,0.71,0.88,21,0.84,0.17,0.37,0.02,0
1,9.82,0.68,0.78,0.92,5,1.31,0.1,0.45,0.7,0
16,9.65,0.85,0.87,1.0,17,9.01,0.97,0.91,0.13,1
15,8.29,0.45,0.07,0.45,17,0.12,0.39,0.41,0.64,0
9,2.94,0.89,0.35,0.61,10,3.14,0.55,0.34,0.64,0
5,4.62,0.93,0.54,0.83,8,6.42,0.49,0.48,0.75,1
2,6.28,0.39,0.22,0.16,6,6.7,0.25,0.48,0.83,0
0,7.14,0.97,0.68,0.8,3,8.12,0.35,1.0,0.1,0
21,1.45,0.06,0.31,0.91,23,1.55,0.72,0.42,0.7,0
19,6.88,0.63,0.23,0.8,22,5.08,0.29,0.39,0.92,1
21,4.37,0.55,0.76,0.09,22,7.21,0.73,0.4,0.66,0
18,3.55,0.08,0.52,0.26,19,2.04,0.82,0.2,0.25,0
16,4.46,0.63,0.76,0.92,20,2.88,0.14,0.9,0.26,0
4,8.02,0.49,0.29,0.02,5,4.1,0.5,0.13,0.64,0
23,5.25,0.02,0.72,0.64,2,5.86,0.34,0.42,0.17,0
9,2.68,0.79,0.38,0.44,12,9.06,0.22,0.86,0.19,1
17,3.96,0.4,0.27,0.26,21,1.09,0.44,0.87,0.25,1
10,8.51,0.13,0.4,0.61,12,5.18,0.33,0.76,0.41,0
2,1.09,0.37,0.66,0.63,6,3.01,0.26,0.45,0.71,0
0,8.07,0.44,0.68,0.71,3,9.55,0.48,0.42,0.53,0
17,1.23,0.46,0.05,0.54,19,2.39,0.35,0.29,0.18,0
8,1.31,0.83,0.8,0.54,11,1.23,0.87,0.66,0.88,1
15,7.02,0.35,0.41,0.81,19,1.03,0.64,0.58,0.11,0
14,5.7,0.66,0.89,0.63,16,8.29,0.51,0.65,0.94,0
17,6.76,0.13,0.47,0.14,18,4.45,0.49,0.11,0.32,0
6,8.34,0.1,0.45,0.27,7,5.72,0.94,0.01,0.53,0
17,1.71,0.64,0.86,0.26,19,1.01,0.62,0.39,0.56,0
18,4.67,0.25,0.13,0.42,20,3.22,0.45,0.13,0.01,0
12,4.23,0.99,0.04,0.01,15,0.13,0.58,0.03,0.87,1
16,0.12,0.25,0.0,0.93,17,4.59,0.15,0.97,0.87,0
23,0.56,0.76,0.19,0.45,1,0.66,0.86,0.06,0.76,0
5,8.74,0.59,0.38,0.65,7,1.71,0.37,0.07,0.85,0
17,4.48,0.84,0.68,0.13,18,7.35,0.62,0.17,0.82,0
4,2.21,0.54,0.85,0.31,8,1.72,0.88,0.2,0.58,0
15,6.18,0.35,0.09,0.61,18,7.72,0.75,0.94,0.36,0
14,8.93,0.65,0.26,0.65,16,6.49,0.82,0.1,0.43,0
10,3.69,0.02,0.64,0.59,14,0.91,0.72,0.6,0.76,0
19,0.69,0.47,0.33,0.66,22,6.54,0.19,0.6,0.92,1
3,3.32,0.26,0.54,0.81,6,5.65,0.62,0.12,0.63,0
16,5.38,0.48,0.59,0.04,19,0.49,0.87,0.42,0.55,1
11,9.8,0.49,0.19,0.02,12,0.61,0.64,0.02,0.46,1
15,8.65,0.96,0.66,0.99,18,4.49,0.69,0.66,0.62,1
22,8.74,0.42,0.02,0.69,1,2.72,0.82,0.73,0.0,1
3,7.81,0.38,0.15,0.7,5,2.97,0.65,0.68,0.78,0
11,5.74,0.04,0.9,0.45,12,1.43,0.69,0.78,0.05,0
15,8.98,0.84,0.53,0.48,19,4.61,0.24,0.9,0.05,0
14,6.71,0.6,0.94,0.09,16,7.85,0.06,0.72,0.83,0
9,5.07,0.82,0.89,0.13,10,6.8,0.16,0.02,0.78,0
14,2.19,0.78,0.43,0.56,16,6.54,0.19,0.5,0.48,0
23,3.5,0.33,0.41,0.32,2,3.87,0.54,0.02,0.96,0
16,5.28,0.66,0.31,0.97,20,4.76,0.22,0.05,0.18,0
8,8.49,0.24,0.44,0.51,11,1.41,0.27,0.63,0.51,0
3,3.75,0.33,0.75,0.21,6,2.0,0.04,0.6,0.33,0
3,6.5,0.2,0.64,0.86,7,3.67,0.62,0.33,0.28,0
3,2.5,0.93,0.15,0.08,5,6.69,0.46,0.96,0.46,1
3,4.44,0.78,0.29,0.82,7,3.82,0.83,0.55,0.97,0
19,4.41,0.99,0.22,0.42,21,7.71,0.47,1.0,0.21,0
12,7.17,0.42,0.39,0.74,14,7.02,0.53,0.48,0.46,0
16,5.42,0.19,0.79,0.41,17,3.21,0.73,0.91,0.45,1
0,1.98,0.06,0.99,0.02,3,3.22,0.85,0.3,0.14,0
9,6.23,0.54,0.97,0.44,12,5.75,0.37,0.87,0.09,1
7,4.99,0.24,0.87,0.11,8,5.23,0.69,0.35,0.92,0
23,3.31,0.72,0.2,0.81,2,6.95,0.06,0.75,0.29,1
3,9.94,0.81,0.47,0.77,7,3.36,0.91,0.28,0.13,0
15,1.58,0.1,0.26,0.9,16,0.38,0.52,0.07,0.96,1
15,2.36,0.3,0.21,0.28,19,4.18,0.18,1.0,0.89,1
7,4.01,0.07,0.4,0.18,10,8.06,0.66,0.5,0.81,0
23,2.73,0.64,0.73,0.95,0,8.55,0.1,0.13,0.2,0
1,7.32,0.79,0.31,0.36,4,3.92,0.63,0.75,0.82,1
20,1.58,0.17,0.04,0.32,0,7.26,0.36,0.81,0.24,0
3,6.15,0.0,0.37,0.53,5,6.06,0.47,0.85,0.17,0
1,4.22,0.79,0.98,0.66,4,2.23,0.37,0.36,0.24,0
16,5.59,0.88,0.61,0.78,18,3.01,0.79,0.58,0.04,0
15,8.26,0.84,0.91,0.0,17,6.26,0.73,0.13,0.63,0
0,2.56,0.88,0.37,0.1,3,8.08,0.02,0.41,0.84,0
19,6.47,0.32,0.93,0.87,20,4.99,0.79,0.71,0.13,0
1,2.44,0.06,0.24,0.06,4,1.1,0.04,0.43,0.56,0
7,7.6,0.34,0.08,0.67,11,8.04,0.85,0.98,0.15,1
17,1.13,0.82,0.22,0.55,21,6.81,0.92,0.76,0.27,0
9,3.01,0.15,0.74,0.16,12,2.91,0.02,0.23,0.13,0
3,1.34,0.53,0.6,0.54,5,6.74,0.26,0.24,0.06,0
3,3.39,0.76,0.6,0.97,5,1.21,0.94,1.0,0.18,1
16,4.11,0.49,0.38,0.06,19,7.69,0.75,0.9,0.6,1
11,3.79,0.91,0.0,0.19,13,6.44,0.04,0.05,0.25,0
4,9.49,0.91,0.72,0.33,8,4.73,0.72,0.42,0.49,0
13,5.9,0.29,0.81,0.67,15,5.74,0.71,0.86,0.2,0
9,9.47,0.16,0.28,0.17,11,1.64,0.19,0.16,0.53,0
2,5.03,0.93,0.18,0.16,4,3.41,0.99,0.38,0.49,0
22,9.2,0.82,0.04,0.72,1,1.0,0.28,0.07,0.31,1
4,8.12,0.39,0.68,0.52,7,8.25,0.57,0.58,0.23,0
1,4.18,0.16,0.97,0.69,4,2.01,0.95,0.28,0.35,0
23,2.11,0.52,0.51,0.94,1,3.68,0.62,0.73,0.81,0
1,3.44,0.48,0.57,0.06,4,7.01,0.19,0.81,0.48,0
21,0.19,0.48,0.56,0.87,23,0.75,0.44,0.81,0.5,0
9,7.21,0.75,0.17,0.62,13,2.73,0.25,0.37,0.65,0
